id_cliente,nome,cpf,cidade,estado,renda_anual
389,Maria Luísa Gonçalves,947.351.682-73,Alves Verde,SE,51855.73
390,Stella Viana,690.583.214-60,Viana da Prata,GO,380121.46
391,Srta. Natália Souza,697.310.524-61,Leão da Praia,RJ,151819.57
392,Brenda Rocha,716.093.852-68,Cirino dos Dourados,AL,444643.31
393,Otávio Farias,836.705.941-75,da Cunha do Norte,TO,190441.52
394,Sra. Maria Laura Melo,215.368.974-00,Caldeira das Flores,DF,96218.7
395,Miguel Novaes,268.195.403-70,Porto de Camargo,PA,276501.42
396,Sra. Liz Fonseca,592.487.063-47,Monteiro,RN,187751.79
397,Júlia Porto,689.205.471-49,Machado de Andrade,BA,79379.16
398,Lívia Montenegro,801.945.273-79,Nogueira de Aparecida,RO,70573.26
399,Otávio Novaes,083.157.249-32,Machado,MA,476808.52
400,Sr. Mateus Leão,428.751.690-76,Pires de Mendes,MT,255166.84
401,Srta. Valentina Nascimento,951.248.730-60,Brito das Pedras,SC,284129.79
402,Maria Cecília Mendes,045.786.921-67,da Mota da Serra,RJ,285852.94
403,Ana Laura das Neves,928.751.463-19,Carvalho,MT,245149.35
404,Srta. Ana Liz Cassiano,428.619.037-40,Barros Alegre,RS,359051.07
405,Sr. Gael Fernandes,695.381.740-20,Andrade do Norte,RN,110205.24
406,Sophia Almeida,894.210.357-04,Carvalho,SE,498262.51
407,Luara Brito,096.258.413-42,Sales da Prata,MT,270580.41
408,Dra. Maria Clara Pereira,706.549.213-34,Castro,MA,387552.01
409,Melina Souza,201.856.734-90,Montenegro de Cavalcanti,PR,124197.58
410,Cauã da Rocha,241.678.035-26,Alves,PR,458102.41
411,Samuel Mendonça,046.139.587-84,Correia,PA,415403.74
412,Alice Aragão,637.582.014-62,Fernandes,RO,58606.13
413,Ana Júlia Pereira,540.167.389-20,Novaes do Galho,SE,150944.61
414,Sabrina Freitas,946.821.537-73,Cavalcanti do Amparo,DF,493195.79
415,Antony Lopes,275.104.698-30,Cardoso,AC,145035.6
416,Luiz Miguel Andrade,152.386.094-42,Nogueira da Serra,PA,59860.97
417,Ana Lívia Rocha,513.679.842-46,Fernandes do Norte,DF,277085.1
418,Lavínia Camargo,104.589.627-67,Lima do Norte,SE,105422.89
419,Leonardo Caldeira,627.493.580-00,Castro,MT,369999.54
420,Arthur Miguel Montenegro,583.609.217-68,Borges de Castro,PE,406457.22
421,Letícia Sales,365.279.408-74,Novais,RS,218836.59
422,Isabella Vasconcelos,743.518.260-53,Oliveira,SE,338144.49
423,Leandro Teixeira,027.489.156-58,Pastor,PE,397062.35
424,Dra. Fernanda Dias,701.346.598-48,Cassiano de Costa,DF,330410.65
425,Maya Barros,496.528.307-47,Moura,MT,317265.83
426,Sr. Murilo Abreu,380.492.165-51,Mendes dos Dourados,RS,71582.17
427,Pedro Farias,451.307.869-39,Câmara Paulista,RS,98651.05
428,Dr. Pedro Lucas Moreira,519.246.037-99,Barros de Nogueira,RJ,426254.0
429,Olívia Borges,905.784.163-01,Sá Verde,SP,71705.78
430,Srta. Alexia Jesus,504.821.397-14,Novaes,CE,102105.42
431,Srta. Ana Vitória Camargo,563.049.178-48,Ramos,SE,249941.43
432,Erick Lima,271.308.945-04,Alves,PI,105617.78
433,Heloísa Carvalho,476.829.350-65,Machado,TO,163732.23
434,Nina Pires,308.924.571-04,Brito,RO,365840.7
435,Yago Farias,845.261.709-76,Farias do Oeste,AP,142472.71
436,Sr. Gael Pereira,617.902.354-99,Costa de Pastor,PA,358583.01
437,Dr. Henrique da Cruz,810.274.359-04,Aparecida,RO,54187.05
438,Léo Camargo,174.682.590-11,Costa das Flores,PI,239392.16
439,Sara Marques,513.829.647-73,Almeida de Oliveira,AM,95440.93
440,Ágatha Abreu,582.496.017-85,Costa do Norte,AP,284139.16
441,Manuela Campos,543.806.197-10,Casa Grande Paulista,DF,330259.0
442,Cauã Fernandes,372.418.056-07,Camargo,SE,365326.86
443,Cecília Silveira,395.287.164-82,Pereira das Flores,MG,238471.59
444,Anthony Gabriel da Cruz,029.567.348-65,Pastor,AC,454379.87
445,Guilherme Marques,280.914.536-98,Dias,AC,280213.15
446,Dr. Vitor Silveira,085.126.743-26,Pires de Alves,SE,327964.08
447,Srta. Stephany da Rocha,612.385.970-68,Araújo,SE,177218.05
448,Dr. José Montenegro,251.039.476-25,Ribeiro Grande,CE,403142.03
449,Luiz Miguel Abreu,506.124.387-08,Sales,RO,273982.58
450,Heloisa Duarte,142.906.537-07,Almeida de Vargas,MS,324050.81
451,Rebeca Vargas,045.291.736-07,Ramos do Norte,GO,400081.51
452,Mateus Nogueira,862.140.953-42,Lopes,PB,424174.47
453,Sara Caldeira,673.402.158-08,Barbosa do Norte,GO,487903.88
454,Sra. Emanuelly Moraes,319.570.864-75,Cavalcanti da Prata,RR,211064.83
455,Dr. João Guilherme da Costa,526.741.803-07,da Cunha dos Dourados,MT,234390.3
456,Amanda das Neves,109.568.734-48,Câmara,AP,122168.12
457,Kamilly da Rosa,018.425.793-04,Moreira Verde,MA,296662.44
458,Ágatha Barbosa,895.140.276-20,da Rosa,AC,459660.48
459,Lucca Mendes,468.025.937-00,Gonçalves do Oeste,AP,359691.76
460,Bianca Ferreira,864.527.391-82,Brito Verde,MS,266298.77
461,Sra. Hellena Aparecida,317.025.964-43,Aragão,ES,155527.37
462,Srta. Maria Isis Montenegro,584.102.976-20,da Conceição,AP,55737.23
463,Antonella Rios,792.460.183-03,Rocha,PR,90051.28
464,Clara Pires,748.230.169-04,Monteiro das Pedras,MT,99693.91
465,Henrique Lima,493.051.862-89,da Conceição de Aragão,SP,308368.74
466,Luiz Gustavo Novais,132.675.094-16,Caldeira da Serra,DF,272346.81
467,Breno Almeida,831.794.652-55,Castro de Gonçalves,TO,477250.71
468,João Guilherme Novaes,092.513.867-30,da Conceição da Prata,AC,400786.8
469,Isabelly Moura,387.952.401-79,Marques,PE,83771.7
470,Bárbara Campos,715.328.490-79,Vieira dos Dourados,SE,375609.31
471,João Gabriel Câmara,347.012.689-50,Vieira,MT,457150.72
472,Aurora Teixeira,168.924.370-87,da Rocha Grande,AM,339951.56
473,Benicio Andrade,349.682.501-42,Montenegro,SP,255538.06
474,Caleb Pacheco,724.561.038-07,Cavalcante do Galho,PR,489780.93
475,Maria Fernanda Ramos,861.043.579-20,da Cruz do Campo,AC,168856.26
476,Nicolas Gomes,245.967.130-06,Fernandes de Minas,PI,72536.09
477,Diogo Souza,569.741.203-70,Ferreira da Prata,MG,415930.29
478,Maria Alice Araújo,408.619.275-67,Cardoso do Amparo,GO,443363.2
479,Diego Casa Grande,390.541.862-24,Duarte do Sul,GO,433511.91
480,Augusto Cardoso,265.490.871-20,Silveira,TO,212096.6
481,Dante da Mota,675.032.418-53,Freitas do Campo,AP,354544.94
482,Gael Campos,361.952.480-70,Moraes,GO,241697.84
483,Sr. Isaac Lopes,694.271.385-64,Pimenta de Pires,AL,102155.47
484,Maria Alice Caldeira,548.701.963-01,Peixoto do Campo,MS,433060.66
485,Igor Mendonça,094.123.785-05,Oliveira,RS,450631.41
486,Asafe Pastor,634.291.078-22,Santos Verde,BA,54352.55
487,Júlia Cunha,865.097.124-58,Cavalcanti do Amparo,AL,112277.5
488,Sra. Ana Laura Moreira,734.521.908-97,Moreira,DF,341239.38
489,Aylla Gonçalves,753.940.261-06,Borges,RS,197897.37
490,Luiz Otávio Siqueira,945.126.308-05,Novais de Minas,AC,452537.43
491,Maria Pires,951.378.206-95,das Neves,AC,479790.12
492,Mirella Dias,540.312.768-26,da Cunha de Pimenta,AP,170739.23
493,Noah Costa,217.895.604-11,Albuquerque,MT,379880.58
494,Sr. Juan Araújo,674.251.890-11,Rios,MS,217679.97
495,Luan Pastor,510.923.467-16,Farias do Oeste,MS,204225.23
496,Dr. José Miguel Vieira,792.385.146-82,Costela,BA,101224.4
497,Evelyn Pereira,937.615.402-99,Siqueira Verde,SE,230112.6
498,Isabella Pimenta,175.982.406-20,da Luz,PI,255442.41
499,João Pedro Cavalcanti,175.920.843-41,Souza do Amparo,TO,426068.76
500,Raquel Pastor,937.584.210-04,Silveira Paulista,PI,360456.09
